Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-05-05,94280.0,104989.99,93371.31,104128.0,29443.95401,2025-05-11 23:59:59.999,2947908231.711813,6334638,14952.82298,1497450088.4150257,0
2025-05-12,104128.01,106691.85,100732.21,106489.84,26781.10855,2025-05-18 23:59:59.999,2775006297.5276513,8807330,13513.13584,1400798026.0408475,0
2025-05-19,106489.97,112000.0,102107.93,109058.0,34138.38421,2025-05-25 23:59:59.999,3680224495.7591834,5056859,17610.49645,1899767889.0171912,0
2025-05-26,109058.0,110799.1,103127.0,105702.01,25833.77715,2025-06-01 23:59:59.999,2770169915.0029535,5454368,12291.05221,1317732763.9031446,0
2025-06-02,105702.01,106886.62,100410.0,105787.54,21354.67255,2025-06-08 23:59:59.999,2232969312.2636933,3093573,10658.47764,1115023879.5446055,0
2025-06-09,105787.54,110680.0,102765.17,105604.3,27309.66649,2025-06-15 23:59:59.999,2918688096.2116194,4135683,13588.62132,1452664730.44017,0
2025-06-16,105604.3,108990.04,98208.67,100996.0,31383.70473,2025-06-22 23:59:59.999,3260187277.2754364,4341812,15197.12951,1579640041.488808,0
2025-06-23,100996.0,108555.0,99671.42,108382.0,28131.07984,2025-06-29 23:59:59.999,2969408995.2994275,3659494,14741.54446,1555544738.2456362,0
2025-06-30,108382.0,110573.45,105119.44,109222.0,19242.78183,2025-07-06 23:59:59.999,2081447039.8878744,2391245,9801.23577,1060916478.2688628,0
2025-07-07,109222.01,119500.0,107438.45,119134.43,27710.97609,2025-07-13 23:59:59.999,3162241883.9137406,3558303,14162.36978,1615645201.048533,0
2025-07-14,119134.43,123250.0,115715.42,117324.01,41126.06224,2025-07-20 23:59:59.999,4887589921.818759,3018648,19280.33579,2291521199.151133,0
2025-07-21,117324.01,120308.94,114750.0,119475.93,30438.68914,2025-07-27 23:59:59.999,3582258240.159486,2367477,15592.03941,1835524990.7617376,0
2025-07-28,119475.94,119841.46,111906.7,114228.32,28499.14291,2025-08-03 23:59:59.999,3308116438.785186,1980063,13992.29713,1625077521.5633173,0
2025-08-04,114228.32,119347.67,112648.59,119327.1,21458.56679,2025-08-10 23:59:59.999,2488229660.5400887,1316498,11186.15689,1297912277.588784,0
2025-08-11,119327.09,124556.47,116866.0,117490.0,29006.9017,2025-08-17 23:59:59.999,3472969933.527084,2109556,14480.49806,1734719749.6295247,0
2025-08-18,117489.99,117630.83,110636.12,113491.2,28045.34398,2025-08-24 23:59:59.999,3208166016.8017225,2617597,13543.70675,1549683124.2320468,0
2025-08-25,113491.2,113661.06,107364.63,108270.38,28592.62599,2025-08-31 23:59:59.999,3160622214.934386,2611452,13534.0548,1495811602.8504543,0
2025-09-01,108270.37,113418.82,107264.33,111144.4,22566.96102,2025-09-07 23:59:59.999,2495080438.623658,2966380,11061.70204,1223192453.025669,0
2025-09-08,111140.01,116800.0,110630.0,115343.0,20512.55648,2025-09-14 23:59:59.999,2337033267.80736,2634103,10673.04944,1215882784.5579877,0
